,Unnamed: 0,track_id,track_name,popularity,available_markets,disc_number,duration_ms,explicit,track_number,href,album_id,album_name,album_release_date,album_type,album_total_tracks,artists_names,artists_ids,principal_artist_id,principal_artist_name,artist_genres,principal_artist_followers,acousticness,analysis_url,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,year,duration_min
2518,1018,7nYvUtkQMx1v80S2FH2s9J,Regulate,77,AD;AR;AT;AU;BD;BE;BG;BO;BR;CA;CH;CI;CL;CM;CO;CR;CW;CY;CZ;DE;DK;DO;EC;EE;ES;FI;FJ;FR;GB;GN;GR;GT;HK;HN;HU;ID;IE;IL;IS;IT;JP;KH;KR;LA;LI;LK;LT;LU;LV;MC;ME;MT;MU;MX;MY;NG;NI;NL;NO;NZ;PA;PE;PH;PL;PT;PY;RO;RS;RW;SE;SG;SI;SK;SV;TR;TW;UA;US;VE;VN;XK;ZA,1,248866,TRUE,1,['href'],2VMGv3inRLPM4GOMXf37qu,Regulate… G Funk Era,6/7/1994 0:00,album,18,Warren G;Nate Dogg,2B4ZHz4QDWJTXPFPgO5peE;1Oa0bMld0A3u5OTYfMzp5h,2B4ZHz4QDWJTXPFPgO5peE,Warren G,g funk;gangster rap;hardcore hip hop;hip hop;west coast rap,2296848,0.304,https://api.spotify.com/v1/audio-analysis/7nYvUtkQMx1v80S2FH2s9J,0.849,0.521,0.00000165,11,0.115,-12.999,0,0.216,95.265,4,0.763,1994,4.147766667
2519,1019,7EZC6E7UjZe63f1jRmkWxt,Zombie,85,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;TJ;VE;XK,1,306440,FALSE,4,['href'],1Bwo9JkbVwxGyvtQNMRK21,No Need To Argue (The Complete Sessions 1994-1995),10/3/1994 0:00,album,18,The Cranberries,7t0rwkOPGlDPEhaOcVtOt9,7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,irish rock;pop rock;rock,3584785,0.0158,https://api.spotify.com/v1/audio-analysis/7EZC6E7UjZe63f1jRmkWxt,0.309,0.649,0.00591,7,0.367,-8.994,1,0.035,166.915,4,0.312,1994,5.107333333
2520,1020,1pr9TZGOXeJUggIal1Wq3R,Blind,72,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,258266,FALSE,1,['href'],7D3XFJlfZIkmGWqZXm2X8z,Korn,10/11/1994 0:00,album,12,Korn,3RNrq3jvMZxD9ZyoOZbQOD,3RNrq3jvMZxD9ZyoOZbQOD,Korn,alternative metal;funk metal;hard rock;nu metal;post-grunge;rap metal;rock,6602756,0.00678,https://api.spotify.com/v1/audio-analysis/1pr9TZGOXeJUggIal1Wq3R,0.283,0.891,0.0038,2,0.159,-8.165,1,0.178,92.049,4,0.226,1994,4.304433333
2521,1021,5kr3j5Clb9rjEposoMyLVt,Welcome to Paradise,72,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;UG;AG;AM;BS;BB;BZ;BW;CV;CW;DM;FJ;GM;GD;GW;GY;HT;JM;FM;NA;NE;PG;SM;KN;LC;VC;SR;TL;TT;AZ;BN;KH;TD;SZ;KG;LA;MO;MN;UZ;ZW;MU;MZ;IQ;LY;TJ;VE;XK,1,224133,FALSE,5,['href'],4uG8q3GPuWHQlRbswMIRS6,Dookie,2/1/1994 0:00,album,15,Green Day,7oPftvlwr6VrsViSDV7fJY,7oPftvlwr6VrsViSDV7fJY,Green Day,modern rock;permanent wave;punk;rock,14294445,0.000241,https://api.spotify.com/v1/audio-analysis/5kr3j5Clb9rjEposoMyLVt,0.37,0.96,0.0116,3,0.0563,-4.162,0,0.0378,89.428,4,0.717,1994,3.73555
2522,1022,3YKptz29AsOlm7WAVnztBh,Kiss from a Rose,76,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,288426,FALSE,6,['href'],1mSECpFqHRW6leG4idqTE1,Seal,5/31/1994 0:00,album,11,Seal,5GtMEZEeFFsuHY8ad4kOxv,5GtMEZEeFFsuHY8ad4kOxv,Seal,british soul;new wave pop,1736200,0.684,https://api.spotify.com/v1/audio-analysis/3YKptz29AsOlm7WAVnztBh,0.584,0.533,0,10,0.306,-7.11,0,0.0305,131.745,3,0.224,1994,4.8071
2523,1023,1fYypIR0kaFzaSRbzvtjl9,Indian Outlaw,67,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,182120,FALSE,6,['href'],18eJ4H4smFp29lRMsLygUc,Not A Moment Too Soon,3/22/1994 0:00,album,10,Tim McGraw,6roFdX1y5BYSbp60OTJWMd,6roFdX1y5BYSbp60OTJWMd,Tim McGraw,contemporary country;country;country road,4457684,0.0364,https://api.spotify.com/v1/audio-analysis/1fYypIR0kaFzaSRbzvtjl9,0.664,0.739,0.0000499,9,0.282,-7.229,1,0.0415,110.101,4,0.759,1994,3.035333333
2524,1024,2oDqmfa2g8W893LlwJG1qu,Closer,70,CA;MX;US,1,373000,TRUE,5,['href'],3nJnyDV8fwFpffo0EyHQto,The Downward Spiral,3/8/1994 0:00,album,14,Nine Inch Nails,0X380XXQSNBYuleKzav5UO,0X380XXQSNBYuleKzav5UO,Nine Inch Nails,alternative metal;alternative rock;cyberpunk;electronic rock;industrial;industrial metal;industrial rock;nu metal;post-grunge;rock,2379881,0.000242,https://api.spotify.com/v1/audio-analysis/2oDqmfa2g8W893LlwJG1qu,0.547,0.714,0.636,10,0.122,-8.628,0,0.044,89.996,4,0.541,1994,6.216666667
2525,1025,1aWV3uY3SIEZVbmv45oFWS,Creep,70,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,268533,FALSE,2,['href'],5eg56dCpFn32neJak2vk0f,Crazysexycool,11/15/1994 0:00,album,16,TLC,0TImkz4nPqjegtVSMZnMRq,0TImkz4nPqjegtVSMZnMRq,TLC,atl hip hop;contemporary r&b;dance pop;girl group;hip pop;r&b;urban contemporary,3700505,0.0193,https://api.spotify.com/v1/audio-analysis/1aWV3uY3SIEZVbmv45oFWS,0.811,0.458,0.00000141,5,0.0526,-9.688,0,0.0402,92.94,4,0.797,1994,4.47555
2526,1026,500Tkm3vJmVtdUwdCVxCTb,Run-Around,67,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;XK,1,279800,FALSE,1,['href'],5nNeSC4KNxT50MnliLuGRa,Four,1/1/1994 0:00,album,12,Blues Traveler,3pHeBYl1yujXcZqqfF1UyQ,3pHeBYl1yujXcZqqfF1UyQ,Blues Traveler,heartland rock;jam band;pop rock;post-grunge,635077,0.0865,https://api.spotify.com/v1/audio-analysis/500Tkm3vJmVtdUwdCVxCTb,0.629,0.867,0,7,0.126,-7.307,1,0.0603,151.695,4,0.876,1994,4.663333333
2527,1027,15VRO9CQwMpbqUYA7e6Hwg,The Man Who Sold The World,78,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,261093,FALSE,4,['href'],1To7kv722A8SpZF789MZy7,MTV Unplugged In New York,11/1/1994 0:00,album,14,Nirvana,6olE6TJLqED3rqDCT0FyPh,6olE6TJLqED3rqDCT0FyPh,Nirvana,grunge;permanent wave;rock,18154089,0.425,https://api.spotify.com/v1/audio-analysis/15VRO9CQwMpbqUYA7e6Hwg,0.483,0.753,0.000142,1,0.257,-8.937,0,0.0832,115.102,4,0.42,1994,4.35155
2528,1028,1FkoVC85Ds3mFoK0fVqEqP,Self Esteem,80,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,257826,FALSE,8,['href'],7IDywTRaCI8qzS3X8tNU3x,Smash,4/8/1994 0:00,album,14,The Offspring,5LfGQac0EIXyAN8aUwmNAQ,5LfGQac0EIXyAN8aUwmNAQ,The Offspring,alternative metal;permanent wave;post-grunge;punk;rock;skate punk;socal pop punk,5170330,0.0204,https://api.spotify.com/v1/audio-analysis/1FkoVC85Ds3mFoK0fVqEqP,0.488,0.862,0,0,0.359,-7.595,1,0.0476,104.56,4,0.706,1994,4.2971
2529,1029,5JJDu0Z5DKe7mR31MGksSg,Come Out and Play,76,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,197800,FALSE,7,['href'],7IDywTRaCI8qzS3X8tNU3x,Smash,4/8/1994 0:00,album,14,The Offspring,5LfGQac0EIXyAN8aUwmNAQ,5LfGQac0EIXyAN8aUwmNAQ,The Offspring,alternative metal;permanent wave;post-grunge;punk;rock;skate punk;socal pop punk,5170330,0.0675,https://api.spotify.com/v1/audio-analysis/5JJDu0Z5DKe7mR31MGksSg,0.519,0.77,0.00000348,7,0.0762,-8.788,1,0.0809,158.29,4,0.921,1994,3.296666667
2530,1030,2ImuQo1g14CTR9hZAZD3aQ,This D.J.,70,AD;AR;AT;AU;BD;BE;BG;BO;BR;CA;CH;CI;CL;CM;CO;CR;CW;CY;CZ;DE;DK;DO;EC;EE;ES;FI;FJ;FR;GB;GN;GR;GT;HK;HN;HU;ID;IE;IL;IS;IT;JP;KH;KR;LA;LI;LK;LT;LU;LV;MC;ME;MT;MU;MX;MY;NG;NI;NL;NO;NZ;PA;PE;PH;PL;PT;PY;RO;RS;RW;SE;SG;SI;SK;SV;TR;TW;UA;US;VE;VN;XK;ZA,1,203026,TRUE,8,['href'],2VMGv3inRLPM4GOMXf37qu,Regulate… G Funk Era,6/7/1994 0:00,album,18,Warren G;O.G.L.B.,2B4ZHz4QDWJTXPFPgO5peE;23Ul4QNOkm2gasKycag0UK,2B4ZHz4QDWJTXPFPgO5peE,Warren G,g funk;gangster rap;hardcore hip hop;hip hop;west coast rap,2296848,0.0312,https://api.spotify.com/v1/audio-analysis/2ImuQo1g14CTR9hZAZD3aQ,0.804,0.443,0.0225,6,0.112,-10.268,0,0.134,92.035,4,0.58,1994,3.383766667
2531,1031,3zLQtoEeXA6Lr1sNrbyYbs,Si Una Vez,73,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,167000,FALSE,9,['href'],6iv9WTw1nhNxSsgKaxMp4E,Amor Prohibido,1/1/1994 0:00,album,12,Selena,6IE6z7DcZIT4Ml3Fh5Ivch,6IE6z7DcZIT4Ml3Fh5Ivch,Selena,mexican pop;tejano,3456421,0.516,https://api.spotify.com/v1/audio-analysis/3zLQtoEeXA6Lr1sNrbyYbs,0.658,0.525,0,2,0.0936,-10.368,0,0.0632,174.16,4,0.836,1994,2.783333333
2532,1032,3Q9t1A12iUemHTAWnH7PjD,Watermelon Crawl,69,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,181973,FALSE,5,['href'],53g8c9eM74nQkKXDEE5tlu,No Ordinary Man,1/1/1994 0:00,album,10,Tracy Byrd,0xxJO75NeIAF5jYruLYIDT,0xxJO75NeIAF5jYruLYIDT,Tracy Byrd,contemporary country;country;country road,771811,0.173,https://api.spotify.com/v1/audio-analysis/3Q9t1A12iUemHTAWnH7PjD,0.759,0.723,0,0,0.179,-9.315,1,0.028,136.746,4,0.962,1994,3.032883333
2533,1033,6XK6Zw6JkFsHXzAcMWNiIr,Send Me On My Way,72,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,263360,FALSE,3,['href'],2LjYjQN5yVZYiZNDIVIKDf,When I Woke,1/1/1994 0:00,album,13,Rusted Root,2M3vnW1p5w4uPRkLYTbvdB,2M3vnW1p5w4uPRkLYTbvdB,Rusted Root,jam band;pittsburgh rock,198741,0.125,https://api.spotify.com/v1/audio-analysis/6XK6Zw6JkFsHXzAcMWNiIr,0.5,0.704,0.0000179,0,0.138,-8.797,1,0.0695,119.463,4,0.722,1994,4.389333333
2534,1034,7qHAjAL7CpadaZLamuBZRm,Thuggish Ruggish Bone,71,AR;AU;AT;BE;BO;BR;BG;CA;CL;CO;CR;CY;CZ;DK;DO;DE;EC;EE;SV;FI;FR;GR;GT;HN;HK;HU;IS;IE;IT;LV;LT;LU;MY;MT;MX;NL;NZ;NI;NO;PA;PY;PE;PH;PL;PT;SG;SK;ES;SE;CH;TW;TR;UY;US;GB;AD;LI;MC;ID;JP;TH;VN;RO;IL;ZA;SA;AE;BH;QA;OM;KW;EG;MA;DZ;TN;LB;JO;PS;IN;BY;KZ;MD;UA;AL;BA;HR;ME;MK;RS;SI;KR;BD;PK;LK;GH;KE;NG;TZ;UG;AG;AM;BS;BB;BZ;BT;BW;BF;CV;CW;DM;FJ;GM;GE;GD;GW;GY;HT;JM;KI;LS;LR;MW;MV;ML;MH;FM;NA;NR;NE;PW;PG;WS;SM;ST;SN;SC;SL;SB;KN;LC;VC;SR;TL;TO;TT;TV;VU;AZ;BN;BI;KH;CM;TD;KM;GQ;SZ;GA;GN;KG;LA;MO;MR;MN;NP;RW;TG;UZ;ZW;BJ;MG;MU;MZ;AO;CI;DJ;ZM;CD;CG;IQ;LY;TJ;VE;ET;XK,1,281773,TRUE,3,['href'],5g2FfZVMvBqRmuHjNsaf3l,Creepin on Ah Come Up,6/21/1994 0:00,album,8,Bone Thugs-N-Harmony,5spEJXLwD1sKUdC2bnOHPg,5spEJXLwD1sKUdC2bnOHPg,Bone Thugs-N-Harmony,gangster rap;hardcore hip hop;hip hop;ohio hip hop;rap,2806569,0.00228,https://api.spotify.com/v1/audio-analysis/7qHAjAL7CpadaZLamuBZRm,0.683,0.74,0,11,0.238,-6.041,0,0.0462,129.515,4,0.65,1994,4.696216667
